date,pred_vol,hist_vol,ewma_vol,actual_vol,pred_err,hist_err,ewma_err,dir_correct
2026-05-14,0.19290883620964686,0.12709319912675482,0.1845288998018067,0.2149992164199688,0.022090380210321947,0.08790601729321398,0.030470316618162102,True
2026-05-15,0.21200781750779016,0.1511544939579015,0.19356106794012662,0.21945008311573277,0.007442265607942616,0.06829558915783127,0.025889015175606156,True
2026-05-18,0.22272669862036187,0.1587258348124912,0.19743851616481767,0.23631451989569713,0.013587821275335255,0.07758868508320593,0.03887600373087946,True
2026-05-19,0.21977242674629774,0.15987449317353766,0.19253465342357656,0.23619291402523673,0.016420487278938994,0.07631842085169907,0.04365826060166017,True
2026-05-20,0.2148143464464232,0.15455446490262606,0.18677838846740868,0.23951724888310236,0.024702902436679164,0.0849627839804763,0.05273886041569367,True
2026-05-21,0.21101200956281657,0.154117859821794,0.1804274553727138,0.23172823927993863,0.02071622971712206,0.07761037945814464,0.05130078390722484,True
2026-05-22,0.23033571705914271,0.1645608939559104,0.18578579597844627,0.24326188123624087,0.01292616417709816,0.07870098728033048,0.0574760852577946,True
2026-05-25,0.20567460883586242,0.17072214793595172,0.187760230063656,0.2714009425272716,0.06572633369140918,0.10067879459131987,0.0836407124636156,True
2026-05-26,0.19806634280281854,0.17968722889942346,0.19652195890183033,0.2705345039344274,0.07246816113160887,0.09084727503500395,0.07401254503259708,True
2026-05-27,0.20022124750439196,0.18063361889328952,0.19301391149414182,0.2764852199837484,0.07626397247935646,0.0958516010904589,0.0834713084896066,True
2026-05-28,0.2188756335100567,0.18395681002435638,0.19066828944388686,0.3039010584980483,0.08502542498799162,0.11994424847369195,0.11323276905416146,True
2026-05-29,0.2126587888914039,0.18395681002435638,0.18417342754780794,0.30724624705552445,0.09458745816412054,0.12328943703116807,0.12307281950771651,True
2026-06-01,0.21683293471974663,0.18368930334285963,0.178128838944624,0.3064452702789129,0.08961233555916626,0.12275596693605326,0.12831643133428888,True
2026-06-02,0.2315205213610623,0.18671047667964139,0.18080460434465942,0.3021527691467151,0.07063224778565277,0.11544229246707369,0.12134816480205565,True
2026-06-03,0.20142543306551133,0.19528075155905464,0.1876294894716386,0.32805017351098054,0.1266247404454692,0.1327694219519259,0.14042068403934194,True
2026-06-04,0.20597760514114932,0.18901893004619982,0.1835376123917945,0.32771770933451333,0.12174010419336401,0.1386987792883135,0.14418009694271883,True
2026-06-05,0.22491461276582786,0.1915433408674932,0.18152212811542898,0.31922631272564617,0.09431169995981831,0.12768297185815297,0.1377041846102172,True
2026-06-08,0.24115297050618967,0.2040287052881724,0.19442697045726293,0.30774112542927506,0.0665881549230854,0.10371242014110266,0.11331415497201214,True
